param,param_label,value,is_default,case,true_ages,n_peaks,peak_ages_str,n_recovered,n_true,n_covered,recovered_str,covered_str
per_run_prom_frac,Per-run prominence,0.15,,3A,400,1,402,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.02,,3B,400,1,403,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.04,,3B,400,1,403,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.06,*,3B,400,1,403,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.1,,3B,400,1,403,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.15,,3B,400,1,403,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.02,,3C,400,1,399,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.04,,3C,400,1,399,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.06,*,3C,400,1,399,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.1,,3C,400,1,399,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.15,,3C,400,1,399,1,1,1,400,400
per_run_prom_frac,Per-run prominence,0.02,,4A,"500, 1800",2,"553, 1827",2,2,0,"500, 1800",
per_run_prom_frac,Per-run prominence,0.04,,4A,"500, 1800",2,"553, 1827",2,2,0,"500, 1800",
per_run_prom_frac,Per-run prominence,0.06,*,4A,"500, 1800",2,"553, 1827",2,2,0,"500, 1800",
per_run_prom_frac,Per-run prominence,0.1,,4A,"500, 1800",2,"553, 1827",2,2,0,"500, 1800",
per_run_prom_frac,Per-run prominence,0.15,,4A,"500, 1800",2,"553, 1827",2,2,0,"500, 1800",
per_run_prom_frac,Per-run prominence,0.02,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
per_run_prom_frac,Per-run prominence,0.04,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
per_run_prom_frac,Per-run prominence,0.06,*,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
per_run_prom_frac,Per-run prominence,0.1,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
per_run_prom_frac,Per-run prominence,0.15,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
per_run_prom_frac,Per-run prominence,0.02,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
per_run_prom_frac,Per-run prominence,0.04,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
per_run_prom_frac,Per-run prominence,0.06,*,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
per_run_prom_frac,Per-run prominence,0.1,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
per_run_prom_frac,Per-run prominence,0.15,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
per_run_prom_frac,Per-run prominence,0.02,,5A,"500, 1500",1,1494,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.04,,5A,"500, 1500",1,1494,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.06,*,5A,"500, 1500",1,1494,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.1,,5A,"500, 1500",1,1494,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.15,,5A,"500, 1500",1,1494,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.02,,5B,"500, 1500",1,1475,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.04,,5B,"500, 1500",1,1475,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.06,*,5B,"500, 1500",1,1475,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.1,,5B,"500, 1500",1,1475,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.15,,5B,"500, 1500",1,1475,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.02,,5C,"500, 1500",1,1437,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.04,,5C,"500, 1500",1,1437,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.06,*,5C,"500, 1500",1,1437,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.1,,5C,"500, 1500",1,1437,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.15,,5C,"500, 1500",1,1437,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.02,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.04,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.06,*,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.1,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.15,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.02,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.04,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.06,*,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.1,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.15,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.02,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.04,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.06,*,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.1,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.15,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
per_run_prom_frac,Per-run prominence,0.02,,7A,"500, 1500",1,1483,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.04,,7A,"500, 1500",1,1483,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.06,*,7A,"500, 1500",1,1483,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.1,,7A,"500, 1500",1,1483,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.15,,7A,"500, 1500",1,1483,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.02,,7B,"500, 1500",1,1457,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.04,,7B,"500, 1500",1,1457,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.06,*,7B,"500, 1500",1,1457,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.1,,7B,"500, 1500",1,1457,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.15,,7B,"500, 1500",1,1457,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.02,,7C,"500, 1500",1,1473,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.04,,7C,"500, 1500",1,1473,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.06,*,7C,"500, 1500",1,1473,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.1,,7C,"500, 1500",1,1473,1,2,0,1500,
per_run_prom_frac,Per-run prominence,0.15,,7C,"500, 1500",1,1473,1,2,0,1500,
