param,param_label,value,is_default,case,true_ages,n_peaks,peak_ages_str,n_recovered,n_true,n_covered,recovered_str,covered_str
per_run_min_width,Per-run min peak width (nodes),4,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
per_run_min_width,Per-run min peak width (nodes),5,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
per_run_min_width,Per-run min peak width (nodes),7,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
per_run_min_width,Per-run min peak width (nodes),2,,5A,"500, 1500",1,1494,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),3,*,5A,"500, 1500",1,1494,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),4,,5A,"500, 1500",1,1494,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),5,,5A,"500, 1500",1,1494,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),7,,5A,"500, 1500",1,1492,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),2,,5B,"500, 1500",1,1475,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),3,*,5B,"500, 1500",1,1475,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),4,,5B,"500, 1500",1,1475,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),5,,5B,"500, 1500",1,1475,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),7,,5B,"500, 1500",1,1475,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),2,,5C,"500, 1500",1,1437,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),3,*,5C,"500, 1500",1,1437,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),4,,5C,"500, 1500",1,1437,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),5,,5C,"500, 1500",1,1437,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),7,,5C,"500, 1500",1,1437,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),2,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),3,*,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),4,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),5,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),7,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),2,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),3,*,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),4,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),5,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),7,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),2,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),3,*,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),4,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),5,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),7,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
per_run_min_width,Per-run min peak width (nodes),2,,7A,"500, 1500",1,1483,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),3,*,7A,"500, 1500",1,1483,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),4,,7A,"500, 1500",1,1483,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),5,,7A,"500, 1500",1,1483,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),7,,7A,"500, 1500",1,1483,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),2,,7B,"500, 1500",1,1457,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),3,*,7B,"500, 1500",1,1457,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),4,,7B,"500, 1500",1,1457,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),5,,7B,"500, 1500",1,1457,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),7,,7B,"500, 1500",1,1457,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),2,,7C,"500, 1500",1,1473,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),3,*,7C,"500, 1500",1,1473,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),4,,7C,"500, 1500",1,1473,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),5,,7C,"500, 1500",1,1473,1,2,0,1500,
per_run_min_width,Per-run min peak width (nodes),7,,7C,"500, 1500",1,1473,1,2,0,1500,
