"Lower Intercept","Likelihood","n.lines","normalized.sum.likelihood"
1e+06,410.791625491641,399,1.02955294609434
1.1e+07,414.706847060037,398,1.04197700266341
2.1e+07,418.701613544385,397,1.0546640139657
3.1e+07,422.778417477948,396,1.06762226635846
4.1e+07,426.93986354465,395,1.08086041403709
5.1e+07,431.188675297908,394,1.09438750075611
6.1e+07,435.527702388063,393,1.10821298317573
7.1e+07,439.959928345355,392,1.12234675598305
8.1e+07,444.488478970543,391,1.1367991789528
9.1e+07,449.11663139109,390,1.151581106131
1.01e+08,453.847823847412,389,1.16670391734553
1.11e+08,458.685666281104,388,1.18217955227089
1.21e+08,463.633951805517,387,1.19802054730108
1.31e+08,468.696669148653,386,1.21424007551464
1.41e+08,473.878016169283,385,1.23085199005009
1.51e+08,479.182414559685,384,1.24787087124918
1.61e+08,484.614525862713,383,1.26531207797053
1.71e+08,490.1792689473,382,1.28319180352696
1.81e+08,495.881839105435,381,1.30152713675967
1.91e+08,501.727728955385,380,1.32033612882996
2.01e+08,507.722751361187,379,1.33963786638836
2.11e+08,513.873064607666,378,1.35945255187213
2.21e+08,520.185200104256,377,1.37980159178848
2.31e+08,526.666092930611,376,1.40070769396439
2.41e+08,533.323115583506,375,1.42219497488935
2.51e+08,540.164115339164,374,1.44428907844696
2.61e+08,547.197455709511,373,1.4670173075322
2.71e+08,554.432062547146,372,1.49040877028803
2.81e+08,561.877475444287,371,1.51449454297652
2.91e+08,569.543905178967,370,1.53930785183505
3.01e+08,577.442298091072,369,1.56488427666957
3.11e+08,585.584408426461,368,1.59126197941973
3.21e+08,593.982879875399,367,1.61848196151335
3.31e+08,602.65133776011,366,1.64658835453582
3.41e+08,611.604493605154,365,1.67562874960316
3.51e+08,620.858264166895,364,1.70565457188707
3.61e+08,630.42990742135,363,1.7367215080478
3.71e+08,640.338178535378,362,1.76888999595408
3.81e+08,650.603509503686,361,1.80222578809885
3.91e+08,661.248216962458,360,1.83680060267349
4.01e+08,672.296743741551,359,1.87269287950293
4.11e+08,683.775941062008,358,1.90998866218438
4.21e+08,695.715400020581,357,1.94878263311087
4.31e+08,708.147843261135,356,1.98917933500319
4.41e+08,721.109590695636,355,2.03129462167785
4.51e+08,734.641117045161,354,2.07525739278294
4.61e+08,748.787724098868,353,2.12121168299963
4.71e+08,763.600357102183,352,2.16931919631302
4.81e+08,779.136602098159,351,2.21976239914005
4.91e+08,795.46190661292,350,2.27274830460834
5.01e+08,812.651060724935,349,2.32851306797976
5.11e+08,830.789935154083,348,2.38732739986805
5.21e+08,849.97734306029,347,2.44950242956856
5.31e+08,870.326568717952,346,2.51539470727732
5.41e+08,891.96542858422,345,2.58540703937455
5.51e+08,915.032526617576,344,2.65997827505109
5.61e+08,939.665610833864,343,2.73954988581301
5.71e+08,965.97606213721,342,2.82449140975793
5.81e+08,994.002806252439,341,2.9149642412095
5.91e+08,1023.64152410144,340,3.01071036500424
6.01e+08,1054.55336586887,339,3.11077689046865
6.11e+08,1086.0722191731,338,3.21323141767188
6.21e+08,1117.14749012895,337,3.31497771551616
6.31e+08,1146.37125111473,336,3.41181919974623
6.41e+08,1172.13212397728,335,3.49890186261876
6.51e+08,1192.90488077024,334,3.5715714993121
6.61e+08,1207.62879013234,333,3.6265128832803
6.71e+08,1216.07044257779,332,3.66286277884876
6.81e+08,1219.0390378958,331,3.6828973954556
6.91e+08,1218.34683592712,330,3.69196010887006
7.01e+08,1216.48231450013,329,3.69751463373899
7.11e+08,1216.05830298101,328,3.70749482616161
7.21e+08,1219.17120462863,327,3.72835230773283
7.31e+08,1226.8337426231,326,3.76329368902793
7.41e+08,1238.61852998903,325,3.81113393842777
7.51e+08,1252.57998265868,324,3.86598760079839
7.61e+08,1265.42986412967,323,3.91773951742931
7.71e+08,1272.90748974703,322,3.95312885014605
7.81e+08,1270.41226571411,321,3.95767060970128
7.91e+08,1254.13144134057,320,3.91916075418927
8.01e+08,1222.64023532017,319,3.83272801040807
8.11e+08,1178.14022722095,318,3.70484348182689
8.21e+08,1126.09824025727,317,3.55236037936049
8.31e+08,1073.11806335258,316,3.39594323845753
8.41e+08,1024.55600355054,315,3.25255874143028
8.51e+08,983.542864486974,314,3.13230211620055
8.61e+08,951.469936045399,313,3.03984005126325
8.71e+08,928.744478541102,312,2.97674512352917
8.81e+08,914.995592441545,311,2.9421080142815
8.91e+08,908.901548446351,310,2.9319404788592
9.01e+08,908.129357121064,309,2.9389299583206
9.11e+08,909.574804688053,308,2.95316495028589
9.21e+08,909.83291512345,307,2.96362513069528
9.31e+08,905.822241146907,306,2.96020340244087
9.41e+08,895.494463565711,305,2.93604742152692
9.51e+08,878.433610751094,304,2.88958424589176
9.61e+08,856.031747322257,303,2.82518728489194
9.71e+08,831.04122055417,302,2.7517921210403
9.81e+08,806.645177420512,301,2.67988431036715
9.91e+08,785.492226891081,300,2.61830742297027
1.001e+09,769.141202367498,299,2.57237860323578
1.011e+09,758.064549221638,298,2.54384076920013
1.021e+09,752.024207774014,297,2.53206803964314
1.031e+09,750.505790059011,296,2.53549253398314
1.041e+09,752.997305070947,295,2.55253323752863
1.051e+09,759.07557934616,294,2.58188972566721
