"Lower Intercept","Likelihood","n.lines","normalized.sum.likelihood"
1e+06,1745.82234747899,399,4.3754946052105
1.1e+07,1774.88993888099,398,4.45952245949998
2.1e+07,1805.04137709947,397,4.54670372065357
3.1e+07,1836.33776174476,396,4.63721657006254
4.1e+07,1868.84498167245,395,4.73125311815809
5.1e+07,1902.63420358758,394,4.82902082128826
6.1e+07,1937.78242276552,393,4.93074407828378
7.1e+07,1974.37308544261,392,5.03666603429237
8.1e+07,2012.49679416914,391,5.14705062447349
9.1e+07,2052.25210952568,390,5.26218489621969
1.01e+08,2093.74646416977,389,5.38238165596343
1.11e+08,2137.09720832036,388,5.50798249567102
1.21e+08,2182.4328096479,387,5.63936126524004
1.31e+08,2229.89423531016,386,5.77692807075171
1.41e+08,2279.63654980537,385,5.92113389559838
1.51e+08,2331.83076973058,384,6.07247596284006
1.61e+08,2386.6660258644,383,6.23150398398016
1.71e+08,2444.35209480958,382,6.3988274733235
1.81e+08,2505.12237750214,381,6.57512435039932
1.91e+08,2569.23742125579,380,6.76115110856788
2.01e+08,2636.98910708323,379,6.95775489995576
2.11e+08,2708.70565676329,378,7.16588798085526
2.21e+08,2784.75765714296,377,7.38662508525984
2.31e+08,2865.56535582404,376,7.62118445697884
2.41e+08,2951.60755571883,375,7.87095348191688
2.51e+08,3043.432523328,374,8.13752011585026
2.61e+08,3141.67139845266,373,8.42271152400176
2.71e+08,3247.0545355266,372,8.72864122453387
2.81e+08,3360.43066616473,371,9.05776459882677
2.91e+08,3482.78689148258,370,9.41293754454752
3.01e+08,3615.26267600519,369,9.79745982657233
3.11e+08,3759.1411281755,368,10.2150574135204
3.21e+08,3915.78480490356,367,10.6697133648598
3.31e+08,4086.4626451387,366,11.1651984839855
3.41e+08,4271.98503743776,365,11.7040685957199
3.51e+08,4471.78922260846,364,12.2851352269463
3.61e+08,4678.01003309589,363,12.8870799809804
3.71e+08,4836.00158215161,362,13.359120392684
3.81e+08,4765.51323642954,361,13.2008676909406
3.91e+08,4331.42094732114,360,12.0317248536698
4.01e+08,3767.66451903445,359,10.4948872396503
4.11e+08,3303.95772857374,358,9.22893220271995
4.21e+08,2912.78435301458,357,8.15905981236577
4.31e+08,2558.23754135204,356,7.18606050941584
4.41e+08,2241.21183884066,355,6.31327278546666
4.51e+08,1962.47382713344,354,5.54371137608315
4.61e+08,1726.37300471547,353,4.8905750841798
