"Lower Intercept","Likelihood","n.lines","normalized.sum.likelihood"
1e+06,1915.37856660343,399,4.80044753534695
1.1e+07,1947.54545788861,398,4.89333029620255
2.1e+07,1980.92256453353,397,4.98972938169656
3.1e+07,2015.57900384542,396,5.08984596930661
4.1e+07,2051.58939384205,395,5.19389719960014
5.1e+07,2089.03442372769,394,5.30211782672004
6.1e+07,2128.00149815156,393,5.41476208181058
7.1e+07,2168.58546680091,392,5.53210578265538
8.1e+07,2210.88945302324,391,5.6544487289597
9.1e+07,2255.02579777839,390,5.782117430201
1.01e+08,2301.11713840599,389,5.91546822212337
1.11e+08,2349.29764560499,388,6.05489083918813
1.21e+08,2399.71444685132,387,6.20081252416362
1.31e+08,2452.5292704757,386,6.3537027732531
1.41e+08,2507.92035211248,385,6.5140788366558
1.51e+08,2566.08465464141,384,6.68251212146201
1.61e+08,2627.24046465198,383,6.8596356779425
1.71e+08,2691.63044363005,382,7.04615299379593
1.81e+08,2759.52523154291,381,7.24284837675305
1.91e+08,2831.22772570218,380,7.45059927816364
2.01e+08,2907.07819068135,379,7.67039100443628
2.11e+08,2987.46039837503,378,7.90333438723552
2.21e+08,3072.80905464054,377,8.15068714758765
2.31e+08,3163.61884411337,376,8.41387990455683
2.41e+08,3260.45551501922,375,8.69454804005125
2.51e+08,3363.969489234,374,8.99457082682888
2.61e+08,3474.91231467666,373,9.31611880610365
2.71e+08,3594.15515067029,372,9.66170739427496
2.81e+08,3722.70439428225,371,10.0342436503565
2.91e+08,3861.69834537339,370,10.4370225550632
3.01e+08,4012.34427074911,369,10.8735617093472
3.11e+08,4175.71082246345,368,11.3470402784333
3.21e+08,4352.21281567293,367,11.8588905059208
3.31e+08,4540.45356273147,366,12.4056108271352
3.41e+08,4734.73102249247,365,12.9718658150479
3.51e+08,4920.36743902349,364,13.5174929643502
3.61e+08,5067.88634547824,363,13.961119409031
3.71e+08,5131.90139936537,362,14.1765232026668
3.81e+08,5061.93729777613,361,14.0219869744491
3.91e+08,4822.36310126536,360,13.3954530590705
4.01e+08,4411.00791267504,359,12.286930118872
4.11e+08,3873.02505563975,358,10.8185057420105
4.21e+08,3296.5841429933,357,9.23412925208209
4.31e+08,2774.53594725683,356,7.79364030128324
4.41e+08,2364.64998043082,355,6.66098586036851
4.51e+08,2074.96342306327,354,5.86147859622393
4.61e+08,1870.53981131122,353,5.29897963544256
4.71e+08,1707.44526069987,352,4.85069676335189
4.81e+08,1562.03148511521,351,4.45023215132538
4.91e+08,1427.70644880235,350,4.07916128229243
5.01e+08,1301.46441050926,349,3.72912438541337
5.11e+08,1180.24804818894,348,3.39151737985326
5.21e+08,1064.12986812006,347,3.06665668046126
5.31e+08,957.360332423565,346,2.76693737694672
5.41e+08,864.5549838099,345,2.5059564748113
5.51e+08,786.675188855455,344,2.28684647923097
5.61e+08,721.1551281282,343,2.10249308492187
5.71e+08,664.716918375558,342,1.94361672039637
5.81e+08,615.229665479142,341,1.80419256738751
5.91e+08,571.634507484192,340,1.6812779631888
6.01e+08,533.150216448359,339,1.57271450279752
6.11e+08,498.769585717995,338,1.47564966188756
6.21e+08,467.230005075078,337,1.38643918419904
6.31e+08,437.316885656914,336,1.30153835016939
6.41e+08,408.308208546872,335,1.21883047327424
6.51e+08,380.29090432914,334,1.13859552194353
6.61e+08,354.077303668487,333,1.06329520621167
6.71e+08,330.695448506631,332,0.99607062803202
6.81e+08,310.781280406906,331,0.938916255005757
6.91e+08,294.298460826184,330,0.891813517655103
7.01e+08,280.722407363117,329,0.85325959684838
7.11e+08,269.445415425292,328,0.821479925077109
7.21e+08,260.053827556354,327,0.795271643903224
7.31e+08,252.326804994662,326,0.774008604278105
7.41e+08,246.058309747734,325,0.757102491531489
7.51e+08,240.898627162699,324,0.743514281366356
7.61e+08,236.338479376845,323,0.731698078566084
7.71e+08,231.827126799618,322,0.719960021116825
7.81e+08,226.928539247935,321,0.706942489868956
7.91e+08,221.41642961574,320,0.691926342549186
8.01e+08,215.268707737602,319,0.674823535227593
8.11e+08,208.591469615907,318,0.655948017660085
8.21e+08,201.534966447928,317,0.635756991949301
8.31e+08,194.247342407987,316,0.614706779772112
8.41e+08,186.870580505018,315,0.593239938111169
8.51e+08,179.55232608851,314,0.571822694549395
8.61e+08,172.445404484656,313,0.550943784296026
8.71e+08,165.686522988835,312,0.531046548041138
8.81e+08,159.366390895341,311,0.512432125065405
8.91e+08,153.510385109397,310,0.495194790675474
9.01e+08,148.081170644815,309,0.47922708946542
9.11e+08,143.001385655519,308,0.464290213167268
9.21e+08,138.185072027982,307,0.45011424113349
9.31e+08,133.564931263484,306,0.436486703475436
9.41e+08,129.107081552109,305,0.423301906728226
9.51e+08,124.811712366227,304,0.410564843309957
9.61e+08,120.703382940047,303,0.398360999802136
9.71e+08,116.817099219247,302,0.386811586818699
9.81e+08,113.185865532616,301,0.376032775855866
9.91e+08,109.833204255534,300,0.366110680851781
1.001e+09,106.771422228794,299,0.357095057621383
1.011e+09,104.00418889104,298,0.349007345271945
1.021e+09,101.530864778778,297,0.34185476356491
1.031e+09,99.350096857598,296,0.335642219113507
1.041e+09,97.4611801865808,295,0.33037688198841
1.051e+09,95.8630163643815,294,0.326064681511502
1.061e+09,94.5515952239638,293,0.322701690184177
1.071e+09,93.5174050072903,292,0.320265085641405
1.081e+09,92.7439768826319,291,0.318707824338941
1.091e+09,92.208119733962,290,0.317959033565386
1.101e+09,91.8816626269065,289,0.317929628466805
1.111e+09,91.7340080933432,288,0.31852086143522
1.121e+09,91.7346525376439,287,0.319632935671233
1.131e+09,91.855009250513,286,0.32117136101578
1.141e+09,92.0692197683105,285,0.323049893923896
1.151e+09,92.3539917363207,284,0.325190111747608
1.161e+09,92.6877463201386,283,0.327518538233705
1.171e+09,93.0494664738772,282,0.329962647070487
1.181e+09,93.4176381683552,281,0.332447110919414
1.191e+09,93.7696173668784,280,0.334891490595994
1.201e+09,94.0816694547438,279,0.337210284784028
1.211e+09,94.329823022236,278,0.339315910151928
1.221e+09,94.49154803147,277,0.341124722135271
1.231e+09,94.5481041522956,276,0.342565594754694
1.241e+09,94.4872236500858,275,0.34358990418213
1.251e+09,94.3056360631187,274,0.344181153515032
1.261e+09,94.0108662746228,273,0.344362147526091
1.271e+09,93.6217933491365,272,0.344197769665943
1.281e+09,93.1676609189048,271,0.343792106711826
1.291e+09,92.6855471285131,270,0.343279804179678
1.301e+09,92.2166525645293,269,0.342812834812377
1.311e+09,91.8020455560124,268,0.342544946104524
1.321e+09,91.4786282587024,267,0.342616585238586
1.331e+09,91.2760155558337,266,0.343142915623435
1.341e+09,91.2147776232591,265,0.344206708012298
1.351e+09,91.306165144882,264,0.345856686154856
1.361e+09,91.5531151992762,263,0.348110704179757
1.371e+09,91.9521124393541,262,0.350962261218909
1.381e+09,92.4953985026363,261,0.354388500010101
1.391e+09,93.1730763130587,260,0.358357985819456
1.401e+09,93.9748000807011,259,0.362837065948653
1.411e+09,94.8909158588682,258,0.367794247514993
1.421e+09,95.9130685838826,257,0.373202601493707
1.431e+09,97.0343887547826,256,0.379040581073369
1.441e+09,98.2494092799698,255,0.385291801097921
1.451e+09,99.5538529461993,254,0.391944302937792
1.461e+09,100.944394079303,253,0.398989699918192
1.471e+09,102.418453949091,252,0.406422436305915
1.481e+09,103.974051755249,251,0.414239250020914
1.491e+09,105.609707610019,250,0.422438830440077
1.501e+09,107.324380964473,249,0.431021610299088
1.511e+09,109.117424372404,248,0.439989614404854
1.521e+09,110.988534471447,247,0.449346293406669
1.531e+09,112.937686315728,246,0.459096285836293
1.541e+09,114.965041594065,245,0.469245067730876
1.551e+09,117.070824751288,244,0.479798462095442
1.561e+09,119.255163241756,243,0.490761988649203
1.571e+09,121.51788905878,242,0.502140037432975
1.581e+09,123.858298362449,241,0.513934847976968
1.591e+09,126.274864562048,240,0.526145269008535
1.601e+09,128.764897862875,239,0.538765263024581
1.611e+09,131.324141809987,238,0.551782108445322
1.621e+09,133.946296364134,237,0.565174246262167
1.631e+09,136.622460256392,236,0.578908729899964
1.641e+09,139.34049648441,235,0.592938282912385
1.651e+09,142.084347643034,234,0.607198066850575
1.661e+09,144.833364515483,233,0.621602422813233
1.671e+09,147.561760153287,232,0.636042069626239
1.681e+09,150.238354333025,231,0.650382486290152
1.691e+09,152.826814172662,230,0.664464409446355
1.701e+09,155.28660448647,229,0.678107443172357
1.711e+09,157.574814438736,228,0.691117607187438
1.721e+09,159.648911604202,227,0.703299170062562
